date,source,bankrupts,lose_a_turns,players,url,data_available
2021-09-27,WordPress,5.0,0.0,"[{'name': 'Krishna', 'winnings': 1200, 'gender': 'Unknown', 'position': 1}, {'name': 'Peter', 'winnings': 1, 'gender': 'M', 'position': 2}, {'name': 'Krishna', 'winnings': 3500, 'gender': 'Unknown', 'position': 3}, {'name': 'Tina', 'winnings': 600, 'gender': 'M', 'position': 4}, {'name': 'Peter', 'winnings': 650, 'gender': 'M', 'position': 5}, {'name': 'Peter', 'winnings': 9, 'gender': 'M', 'position': 6}, {'name': 'Krishna', 'winnings': 2, 'gender': 'Unknown', 'position': 7}, {'name': 'Krishna', 'winnings': 1300, 'gender': 'Unknown', 'position': 8}, {'name': 'Peter', 'winnings': 1, 'gender': 'M', 'position': 9}, {'name': 'Tina', 'winnings': 11850, 'gender': 'M', 'position': 10}, {'name': 'Peter', 'winnings': 9, 'gender': 'M', 'position': 11}, {'name': 'Krishna', 'winnings': 2, 'gender': 'Unknown', 'position': 12}, {'name': 'Tina', 'winnings': 13850, 'gender': 'M', 'position': 13}, {'name': 'Peter', 'winnings': 17200, 'gender': 'M', 'position': 14}, {'name': 'Krishna', 'winnings': 4, 'gender': 'Unknown', 'position': 15}]",https://andynwof.wordpress.com/2021/09/27/wof-recap-september-27-2021/,True
2021-09-28,WordPress,4.0,1.0,"[{'name': 'Melissa', 'winnings': 1800, 'gender': 'M', 'position': 1}, {'name': 'Jorge', 'winnings': 650, 'gender': 'M', 'position': 2}, {'name': 'Ashley', 'winnings': 1300, 'gender': 'M', 'position': 3}, {'name': 'Ashley', 'winnings': 4, 'gender': 'M', 'position': 4}, {'name': 'Melissa', 'winnings': 650, 'gender': 'M', 'position': 5}, {'name': 'Jorge', 'winnings': 650, 'gender': 'M', 'position': 6}, {'name': 'Melissa', 'winnings': 2, 'gender': 'M', 'position': 7}, {'name': 'Jorge', 'winnings': 7600, 'gender': 'M', 'position': 8}, {'name': 'Ashley', 'winnings': 2300, 'gender': 'M', 'position': 9}, {'name': 'Melissa', 'winnings': 10500, 'gender': 'M', 'position': 10}, {'name': 'Jorge', 'winnings': 650, 'gender': 'M', 'position': 11}, {'name': 'Melissa', 'winnings': 9175, 'gender': 'M', 'position': 12}, {'name': 'Jorge', 'winnings': 7600, 'gender': 'M', 'position': 13}, {'name': 'Ashley', 'winnings': 2300, 'gender': 'M', 'position': 14}, {'name': 'Melissa', 'winnings': 20175, 'gender': 'M', 'position': 15}, {'name': 'Jorge', 'winnings': 11600, 'gender': 'M', 'position': 16}, {'name': 'Ashley', 'winnings': 2300, 'gender': 'M', 'position': 17}]",https://andynwof.wordpress.com/2021/09/28/wof-recap-september-28-2021/,True
2021-09-29,WordPress,4.0,4.0,"[{'name': 'Chinue', 'winnings': 700, 'gender': 'Unknown', 'position': 1}, {'name': 'Daniel', 'winnings': 900, 'gender': 'M', 'position': 2}, {'name': 'Chinue', 'winnings': 1800, 'gender': 'Unknown', 'position': 3}, {'name': 'Lisa', 'winnings': 4750, 'gender': 'M', 'position': 4}, {'name': 'Daniel', 'winnings': 1, 'gender': 'M', 'position': 5}, {'name': 'Chinue', 'winnings': 1800, 'gender': 'Unknown', 'position': 6}, {'name': 'Chinue', 'winnings': 1800, 'gender': 'Unknown', 'position': 7}, {'name': 'Daniel', 'winnings': 500, 'gender': 'M', 'position': 8}, {'name': 'Lisa', 'winnings': 4750, 'gender': 'M', 'position': 9}, {'name': 'Daniel', 'winnings': 10750, 'gender': 'M', 'position': 10}, {'name': 'Chinue', 'winnings': 1800, 'gender': 'Unknown', 'position': 11}, {'name': 'Lisa', 'winnings': 11950, 'gender': 'M', 'position': 12}, {'name': 'Daniel', 'winnings': 12750, 'gender': 'M', 'position': 13}, {'name': 'Chinue', 'winnings': 1800, 'gender': 'Unknown', 'position': 14}]",https://andynwof.wordpress.com/2021/09/29/wof-recap-september-29-2021/,True
2021-09-30,WordPress,3.0,3.0,"[{'name': 'Chris', 'winnings': 1300, 'gender': 'M', 'position': 1}, {'name': 'Joyce', 'winnings': 700, 'gender': 'M', 'position': 2}, {'name': 'Joyce', 'winnings': 500, 'gender': 'M', 'position': 3}, {'name': 'Jessica', 'winnings': 700, 'gender': 'M', 'position': 4}, {'name': 'Joyce', 'winnings': 650, 'gender': 'M', 'position': 5}, {'name': 'Chris', 'winnings': 700, 'gender': 'M', 'position': 6}, {'name': 'Chris', 'winnings': 7, 'gender': 'M', 'position': 7}, {'name': 'Jessica', 'winnings': 1, 'gender': 'M', 'position': 8}, {'name': 'Chris', 'winnings': 1, 'gender': 'M', 'position': 9}, {'name': 'Chris', 'winnings': 16810, 'gender': 'M', 'position': 10}, {'name': 'Jessica', 'winnings': 1, 'gender': 'M', 'position': 11}, {'name': 'Joyce', 'winnings': 2, 'gender': 'M', 'position': 12}, {'name': 'Chris', 'winnings': 23310, 'gender': 'M', 'position': 13}, {'name': 'Jessica', 'winnings': 3, 'gender': 'M', 'position': 14}]",https://andynwof.wordpress.com/2021/09/30/wof-recap-september-30-2021/,True
2021-10-01,MISSING,,,[],,False
2021-10-04,MISSING,,,[],,False
2021-10-05,MISSING,,,[],,False
2021-10-06,MISSING,,,[],,False
2021-10-07,MISSING,,,[],,False
2021-10-08,MISSING,,,[],,False
2021-10-11,WordPress,2.0,0.0,"[{'name': 'Yanneisha', 'winnings': 1200, 'gender': 'Unknown', 'position': 1}, {'name': 'Michael', 'winnings': 3200, 'gender': 'M', 'position': 2}, {'name': 'Amy', 'winnings': 650, 'gender': 'M', 'position': 3}, {'name': 'Yanneisha', 'winnings': 650, 'gender': 'Unknown', 'position': 4}, {'name': 'Yanneisha', 'winnings': 6, 'gender': 'Unknown', 'position': 5}, {'name': 'Michael', 'winnings': 15250, 'gender': 'M', 'position': 6}, {'name': 'Amy', 'winnings': 1, 'gender': 'M', 'position': 7}, {'name': 'Amy', 'winnings': 1, 'gender': 'M', 'position': 8}, {'name': 'Bank', 'winnings': 3250, 'gender': 'Unknown', 'position': 9}, {'name': 'Yanneisha', 'winnings': 900, 'gender': 'Unknown', 'position': 10}, {'name': 'Yanneisha', 'winnings': 15550, 'gender': 'Unknown', 'position': 11}, {'name': 'Michael', 'winnings': 15250, 'gender': 'M', 'position': 12}, {'name': 'Amy', 'winnings': 1, 'gender': 'M', 'position': 13}, {'name': 'Yanneisha', 'winnings': 19550, 'gender': 'Unknown', 'position': 14}, {'name': 'Michael', 'winnings': 20050, 'gender': 'M', 'position': 15}, {'name': 'Amy', 'winnings': 3, 'gender': 'M', 'position': 16}]",https://andynwof.wordpress.com/2021/10/11/wof-recap-october-11-2021/,True
2021-10-12,WordPress,2.0,2.0,"[{'name': 'Nita', 'winnings': 2500, 'gender': 'M', 'position': 1}, {'name': 'Ben', 'winnings': 600, 'gender': 'M', 'position': 2}, {'name': 'Ben', 'winnings': 15350, 'gender': 'M', 'position': 3}, {'name': 'Nita', 'winnings': 13950, 'gender': 'M', 'position': 4}, {'name': 'Nita', 'winnings': 550, 'gender': 'M', 'position': 5}, {'name': 'Ben', 'winnings': 15350, 'gender': 'M', 'position': 6}, {'name': 'Nita', 'winnings': 23750, 'gender': 'M', 'position': 7}, {'name': 'Ben', 'winnings': 15350, 'gender': 'M', 'position': 8}, {'name': 'Kate', 'winnings': 11500, 'gender': 'M', 'position': 9}, {'name': 'Nita', 'winnings': 25750, 'gender': 'M', 'position': 10}]",https://andynwof.wordpress.com/2021/10/12/wof-recap-october-12-2021/,True
2021-10-13,WordPress,3.0,2.0,"[{'name': 'Miki', 'winnings': 2800, 'gender': 'M', 'position': 1}, {'name': 'Courtney', 'winnings': 2500, 'gender': 'M', 'position': 2}, {'name': 'Pete', 'winnings': 700, 'gender': 'M', 'position': 3}, {'name': 'Courtney', 'winnings': 500, 'gender': 'M', 'position': 4}, {'name': 'Pete', 'winnings': 700, 'gender': 'M', 'position': 5}, {'name': 'Pete', 'winnings': 22944, 'gender': 'M', 'position': 6}, {'name': 'Miki', 'winnings': 3, 'gender': 'M', 'position': 7}, {'name': 'Pete', 'winnings': 36394, 'gender': 'M', 'position': 8}, {'name': 'Miki', 'winnings': 3, 'gender': 'M', 'position': 9}, {'name': 'Pete', 'winnings': 38394, 'gender': 'M', 'position': 10}, {'name': 'Miki', 'winnings': 11200, 'gender': 'M', 'position': 11}, {'name': 'Courtney', 'winnings': 2, 'gender': 'M', 'position': 12}]",https://andynwof.wordpress.com/2021/10/13/wof-recap-october-13-2021/,True
2021-10-14,WordPress,1.0,0.0,"[{'name': 'Stacy', 'winnings': 500, 'gender': 'M', 'position': 1}, {'name': 'Nate', 'winnings': 1800, 'gender': 'M', 'position': 2}, {'name': 'Stacy', 'winnings': 500, 'gender': 'M', 'position': 3}, {'name': 'Nate', 'winnings': 550, 'gender': 'M', 'position': 4}, {'name': 'Natalise', 'winnings': 1, 'gender': 'Unknown', 'position': 5}, {'name': 'Stacy', 'winnings': 2, 'gender': 'M', 'position': 6}, {'name': 'Nate', 'winnings': 16400, 'gender': 'M', 'position': 7}, {'name': 'Natalise', 'winnings': 11300, 'gender': 'Unknown', 'position': 8}, {'name': 'Stacy', 'winnings': 2, 'gender': 'M', 'position': 9}, {'name': 'Nate', 'winnings': 16400, 'gender': 'M', 'position': 10}, {'name': 'Natalise', 'winnings': 20800, 'gender': 'Unknown', 'position': 11}, {'name': 'Stacy', 'winnings': 6, 'gender': 'M', 'position': 12}, {'name': 'Nate', 'winnings': 16400, 'gender': 'M', 'position': 13}]",https://andynwof.wordpress.com/2021/10/14/wof-recap-october-14-2021/,True
2021-10-15,WordPress,2.0,4.0,"[{'name': 'Melissa', 'winnings': 2400, 'gender': 'M', 'position': 1}, {'name': 'Sandy', 'winnings': 1400, 'gender': 'M', 'position': 2}, {'name': 'Sandy', 'winnings': 650, 'gender': 'M', 'position': 3}, {'name': 'Sandy', 'winnings': 10300, 'gender': 'M', 'position': 4}, {'name': 'Others', 'winnings': 0, 'gender': 'Unknown', 'position': 5}, {'name': 'Sandy', 'winnings': 900, 'gender': 'M', 'position': 6}, {'name': 'Bank', 'winnings': 6900, 'gender': 'Unknown', 'position': 7}, {'name': 'Sandy', 'winnings': 29340, 'gender': 'M', 'position': 8}, {'name': 'Melissa', 'winnings': 2, 'gender': 'M', 'position': 9}, {'name': 'Sandy', 'winnings': 29340, 'gender': 'M', 'position': 10}, {'name': 'Greg', 'winnings': 7800, 'gender': 'M', 'position': 11}]",https://andynwof.wordpress.com/2021/10/15/wof-recap-october-15-2021/,True
2021-10-18,WordPress,5.0,2.0,"[{'name': 'Melanio', 'winnings': 1400, 'gender': 'Unknown', 'position': 1}, {'name': 'Steve', 'winnings': 650, 'gender': 'M', 'position': 2}, {'name': 'Ruth', 'winnings': 700, 'gender': 'M', 'position': 3}, {'name': 'Ruth', 'winnings': 800, 'gender': 'M', 'position': 4}, {'name': 'Melanio', 'winnings': 500, 'gender': 'Unknown', 'position': 5}, {'name': 'Melanio', 'winnings': 3250, 'gender': 'Unknown', 'position': 6}, {'name': 'Ruth', 'winnings': 1800, 'gender': 'M', 'position': 7}, {'name': 'Ruth', 'winnings': 17288, 'gender': 'M', 'position': 8}, {'name': 'Melanio', 'winnings': 3250, 'gender': 'Unknown', 'position': 9}, {'name': 'Steve', 'winnings': 700, 'gender': 'M', 'position': 10}, {'name': 'Ruth', 'winnings': 22688, 'gender': 'M', 'position': 11}, {'name': 'Melanio', 'winnings': 3250, 'gender': 'Unknown', 'position': 12}, {'name': 'Steve', 'winnings': 4, 'gender': 'M', 'position': 13}]",https://andynwof.wordpress.com/2021/10/18/wof-recap-october-18-2021/,True
2021-10-19,WordPress,6.0,2.0,"[{'name': 'Gina', 'winnings': 1300, 'gender': 'M', 'position': 1}, {'name': 'Jake', 'winnings': 550, 'gender': 'M', 'position': 2}, {'name': 'Gina', 'winnings': 700, 'gender': 'M', 'position': 3}, {'name': 'Jake', 'winnings': 1300, 'gender': 'M', 'position': 4}, {'name': 'Gina', 'winnings': 1, 'gender': 'M', 'position': 5}, {'name': 'Jake', 'winnings': 8050, 'gender': 'M', 'position': 6}, {'name': 'Bonnie', 'winnings': 3, 'gender': 'M', 'position': 7}, {'name': 'Bonnie', 'winnings': 550, 'gender': 'M', 'position': 8}, {'name': 'Gina', 'winnings': 700, 'gender': 'M', 'position': 9}, {'name': 'Gina', 'winnings': 1, 'gender': 'M', 'position': 10}, {'name': 'Jake', 'winnings': 15550, 'gender': 'M', 'position': 11}, {'name': 'Bonnie', 'winnings': 3, 'gender': 'M', 'position': 12}, {'name': 'Gina', 'winnings': 5, 'gender': 'M', 'position': 13}, {'name': 'Jake', 'winnings': 15550, 'gender': 'M', 'position': 14}, {'name': 'Bonnie', 'winnings': 9800, 'gender': 'M', 'position': 15}]",https://andynwof.wordpress.com/2021/10/19/wof-recap-october-19-2021/,True
2021-10-20,WordPress,0.0,2.0,"[{'name': 'Anne', 'winnings': 2750, 'gender': 'M', 'position': 1}, {'name': 'Sean', 'winnings': 12050, 'gender': 'M', 'position': 2}, {'name': 'Anne', 'winnings': 2750, 'gender': 'M', 'position': 3}, {'name': 'Keisha', 'winnings': 10751, 'gender': 'M', 'position': 4}, {'name': 'Sean', 'winnings': 12050, 'gender': 'M', 'position': 5}, {'name': 'Anne', 'winnings': 4750, 'gender': 'M', 'position': 6}, {'name': 'Keisha', 'winnings': 12751, 'gender': 'M', 'position': 7}, {'name': 'Sean', 'winnings': 17850, 'gender': 'M', 'position': 8}]",https://andynwof.wordpress.com/2021/10/20/wof-recap-october-20-2021/,True
2021-10-21,WordPress,3.0,2.0,"[{'name': 'Amanda', 'winnings': 3800, 'gender': 'M', 'position': 1}, {'name': 'Shannon', 'winnings': 2, 'gender': 'M', 'position': 2}, {'name': 'Amanda', 'winnings': 14571, 'gender': 'M', 'position': 3}, {'name': 'Shannon', 'winnings': 2, 'gender': 'M', 'position': 4}, {'name': 'Amanda', 'winnings': 16221, 'gender': 'M', 'position': 5}, {'name': 'Dan', 'winnings': 2, 'gender': 'M', 'position': 6}, {'name': 'Shannon', 'winnings': 6, 'gender': 'M', 'position': 7}]",https://andynwof.wordpress.com/2021/10/21/wof-recap-october-21-2021/,True
2021-10-22,WordPress,5.0,1.0,"[{'name': 'Dyanda', 'winnings': 1200, 'gender': 'Unknown', 'position': 1}, {'name': 'Katie', 'winnings': 1950, 'gender': 'M', 'position': 2}, {'name': 'Anthone', 'winnings': 1300, 'gender': 'Unknown', 'position': 3}, {'name': 'Katie', 'winnings': 2100, 'gender': 'M', 'position': 4}, {'name': 'Dyanda', 'winnings': 2, 'gender': 'Unknown', 'position': 5}, {'name': 'Anthone', 'winnings': 14050, 'gender': 'Unknown', 'position': 6}, {'name': 'Anthone', 'winnings': 650, 'gender': 'Unknown', 'position': 7}, {'name': 'Dyanda', 'winnings': 2, 'gender': 'Unknown', 'position': 8}, {'name': 'Anthone', 'winnings': 25903, 'gender': 'Unknown', 'position': 9}, {'name': 'Anthone', 'winnings': 30403, 'gender': 'Unknown', 'position': 10}, {'name': 'Ladies', 'winnings': 4, 'gender': 'Unknown', 'position': 11}]",https://andynwof.wordpress.com/2021/10/22/wof-recap-october-22-2021/,True
