date,source,player_name,position,winnings,gender,episode_bankrupts,episode_lose_a_turns,url
2021-10-11,WordPress,Amy,7,1,F,2.0,0.0,https://andynwof.wordpress.com/2021/10/11/wof-recap-october-11-2021/
2021-10-11,WordPress,Amy,8,1,F,2.0,0.0,https://andynwof.wordpress.com/2021/10/11/wof-recap-october-11-2021/
2021-10-11,WordPress,Bank,9,3250,Unknown,2.0,0.0,https://andynwof.wordpress.com/2021/10/11/wof-recap-october-11-2021/
2021-10-11,WordPress,Yanneisha,10,900,Unknown,2.0,0.0,https://andynwof.wordpress.com/2021/10/11/wof-recap-october-11-2021/
2021-10-11,WordPress,Yanneisha,11,15550,Unknown,2.0,0.0,https://andynwof.wordpress.com/2021/10/11/wof-recap-october-11-2021/
2021-10-11,WordPress,Michael,12,15250,M,2.0,0.0,https://andynwof.wordpress.com/2021/10/11/wof-recap-october-11-2021/
2021-10-11,WordPress,Amy,13,1,F,2.0,0.0,https://andynwof.wordpress.com/2021/10/11/wof-recap-october-11-2021/
2021-10-11,WordPress,Yanneisha,14,19550,Unknown,2.0,0.0,https://andynwof.wordpress.com/2021/10/11/wof-recap-october-11-2021/
2021-10-11,WordPress,Michael,15,20050,M,2.0,0.0,https://andynwof.wordpress.com/2021/10/11/wof-recap-october-11-2021/
2021-10-11,WordPress,Amy,16,3,F,2.0,0.0,https://andynwof.wordpress.com/2021/10/11/wof-recap-october-11-2021/
2021-10-12,WordPress,Nita,1,2500,F,2.0,2.0,https://andynwof.wordpress.com/2021/10/12/wof-recap-october-12-2021/
2021-10-12,WordPress,Ben,2,600,M,2.0,2.0,https://andynwof.wordpress.com/2021/10/12/wof-recap-october-12-2021/
2021-10-12,WordPress,Ben,3,15350,M,2.0,2.0,https://andynwof.wordpress.com/2021/10/12/wof-recap-october-12-2021/
2021-10-12,WordPress,Nita,4,13950,F,2.0,2.0,https://andynwof.wordpress.com/2021/10/12/wof-recap-october-12-2021/
2021-10-12,WordPress,Nita,5,550,F,2.0,2.0,https://andynwof.wordpress.com/2021/10/12/wof-recap-october-12-2021/
2021-10-12,WordPress,Ben,6,15350,M,2.0,2.0,https://andynwof.wordpress.com/2021/10/12/wof-recap-october-12-2021/
2021-10-12,WordPress,Nita,7,23750,F,2.0,2.0,https://andynwof.wordpress.com/2021/10/12/wof-recap-october-12-2021/
2021-10-12,WordPress,Ben,8,15350,M,2.0,2.0,https://andynwof.wordpress.com/2021/10/12/wof-recap-october-12-2021/
2021-10-12,WordPress,Kate,9,11500,F,2.0,2.0,https://andynwof.wordpress.com/2021/10/12/wof-recap-october-12-2021/
2021-10-12,WordPress,Nita,10,25750,F,2.0,2.0,https://andynwof.wordpress.com/2021/10/12/wof-recap-october-12-2021/
2021-10-13,WordPress,Miki,1,2800,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/13/wof-recap-october-13-2021/
2021-10-13,WordPress,Courtney,2,2500,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/13/wof-recap-october-13-2021/
2021-10-13,WordPress,Pete,3,700,M,3.0,2.0,https://andynwof.wordpress.com/2021/10/13/wof-recap-october-13-2021/
2021-10-13,WordPress,Courtney,4,500,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/13/wof-recap-october-13-2021/
2021-10-13,WordPress,Pete,5,700,M,3.0,2.0,https://andynwof.wordpress.com/2021/10/13/wof-recap-october-13-2021/
2021-10-13,WordPress,Pete,6,22944,M,3.0,2.0,https://andynwof.wordpress.com/2021/10/13/wof-recap-october-13-2021/
2021-10-13,WordPress,Miki,7,3,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/13/wof-recap-october-13-2021/
2021-10-13,WordPress,Pete,8,36394,M,3.0,2.0,https://andynwof.wordpress.com/2021/10/13/wof-recap-october-13-2021/
2021-10-13,WordPress,Miki,9,3,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/13/wof-recap-october-13-2021/
2021-10-13,WordPress,Pete,10,38394,M,3.0,2.0,https://andynwof.wordpress.com/2021/10/13/wof-recap-october-13-2021/
2021-10-13,WordPress,Miki,11,11200,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/13/wof-recap-october-13-2021/
2021-10-13,WordPress,Courtney,12,2,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/13/wof-recap-october-13-2021/
2021-10-14,WordPress,Stacy,1,500,F,1.0,0.0,https://andynwof.wordpress.com/2021/10/14/wof-recap-october-14-2021/
2021-10-14,WordPress,Nate,2,1800,F,1.0,0.0,https://andynwof.wordpress.com/2021/10/14/wof-recap-october-14-2021/
2021-10-14,WordPress,Stacy,3,500,F,1.0,0.0,https://andynwof.wordpress.com/2021/10/14/wof-recap-october-14-2021/
2021-10-14,WordPress,Nate,4,550,F,1.0,0.0,https://andynwof.wordpress.com/2021/10/14/wof-recap-october-14-2021/
2021-10-14,WordPress,Natalise,5,1,Unknown,1.0,0.0,https://andynwof.wordpress.com/2021/10/14/wof-recap-october-14-2021/
2021-10-14,WordPress,Stacy,6,2,F,1.0,0.0,https://andynwof.wordpress.com/2021/10/14/wof-recap-october-14-2021/
2021-10-14,WordPress,Nate,7,16400,F,1.0,0.0,https://andynwof.wordpress.com/2021/10/14/wof-recap-october-14-2021/
2021-10-14,WordPress,Natalise,8,11300,Unknown,1.0,0.0,https://andynwof.wordpress.com/2021/10/14/wof-recap-october-14-2021/
2021-10-14,WordPress,Stacy,9,2,F,1.0,0.0,https://andynwof.wordpress.com/2021/10/14/wof-recap-october-14-2021/
2021-10-14,WordPress,Nate,10,16400,F,1.0,0.0,https://andynwof.wordpress.com/2021/10/14/wof-recap-october-14-2021/
2021-10-14,WordPress,Natalise,11,20800,Unknown,1.0,0.0,https://andynwof.wordpress.com/2021/10/14/wof-recap-october-14-2021/
2021-10-14,WordPress,Stacy,12,6,F,1.0,0.0,https://andynwof.wordpress.com/2021/10/14/wof-recap-october-14-2021/
2021-10-14,WordPress,Nate,13,16400,F,1.0,0.0,https://andynwof.wordpress.com/2021/10/14/wof-recap-october-14-2021/
2021-10-15,WordPress,Melissa,1,2400,F,2.0,4.0,https://andynwof.wordpress.com/2021/10/15/wof-recap-october-15-2021/
2021-10-15,WordPress,Sandy,2,1400,F,2.0,4.0,https://andynwof.wordpress.com/2021/10/15/wof-recap-october-15-2021/
2021-10-15,WordPress,Sandy,3,650,F,2.0,4.0,https://andynwof.wordpress.com/2021/10/15/wof-recap-october-15-2021/
2021-10-15,WordPress,Sandy,4,10300,F,2.0,4.0,https://andynwof.wordpress.com/2021/10/15/wof-recap-october-15-2021/
2021-10-15,WordPress,Others,5,0,Unknown,2.0,4.0,https://andynwof.wordpress.com/2021/10/15/wof-recap-october-15-2021/
2021-10-15,WordPress,Sandy,6,900,F,2.0,4.0,https://andynwof.wordpress.com/2021/10/15/wof-recap-october-15-2021/
2021-10-15,WordPress,Bank,7,6900,Unknown,2.0,4.0,https://andynwof.wordpress.com/2021/10/15/wof-recap-october-15-2021/
2021-10-15,WordPress,Sandy,8,29340,F,2.0,4.0,https://andynwof.wordpress.com/2021/10/15/wof-recap-october-15-2021/
2021-10-15,WordPress,Melissa,9,2,F,2.0,4.0,https://andynwof.wordpress.com/2021/10/15/wof-recap-october-15-2021/
2021-10-15,WordPress,Sandy,10,29340,F,2.0,4.0,https://andynwof.wordpress.com/2021/10/15/wof-recap-october-15-2021/
2021-10-15,WordPress,Greg,11,7800,M,2.0,4.0,https://andynwof.wordpress.com/2021/10/15/wof-recap-october-15-2021/
2021-10-18,WordPress,Melanio,1,1400,Unknown,5.0,2.0,https://andynwof.wordpress.com/2021/10/18/wof-recap-october-18-2021/
2021-10-18,WordPress,Steve,2,650,M,5.0,2.0,https://andynwof.wordpress.com/2021/10/18/wof-recap-october-18-2021/
2021-10-18,WordPress,Ruth,3,700,F,5.0,2.0,https://andynwof.wordpress.com/2021/10/18/wof-recap-october-18-2021/
2021-10-18,WordPress,Ruth,4,800,F,5.0,2.0,https://andynwof.wordpress.com/2021/10/18/wof-recap-october-18-2021/
2021-10-18,WordPress,Melanio,5,500,Unknown,5.0,2.0,https://andynwof.wordpress.com/2021/10/18/wof-recap-october-18-2021/
2021-10-18,WordPress,Melanio,6,3250,Unknown,5.0,2.0,https://andynwof.wordpress.com/2021/10/18/wof-recap-october-18-2021/
2021-10-18,WordPress,Ruth,7,1800,F,5.0,2.0,https://andynwof.wordpress.com/2021/10/18/wof-recap-october-18-2021/
2021-10-18,WordPress,Ruth,8,17288,F,5.0,2.0,https://andynwof.wordpress.com/2021/10/18/wof-recap-october-18-2021/
2021-10-18,WordPress,Melanio,9,3250,Unknown,5.0,2.0,https://andynwof.wordpress.com/2021/10/18/wof-recap-october-18-2021/
2021-10-18,WordPress,Steve,10,700,M,5.0,2.0,https://andynwof.wordpress.com/2021/10/18/wof-recap-october-18-2021/
2021-10-18,WordPress,Ruth,11,22688,F,5.0,2.0,https://andynwof.wordpress.com/2021/10/18/wof-recap-october-18-2021/
2021-10-18,WordPress,Melanio,12,3250,Unknown,5.0,2.0,https://andynwof.wordpress.com/2021/10/18/wof-recap-october-18-2021/
2021-10-18,WordPress,Steve,13,4,M,5.0,2.0,https://andynwof.wordpress.com/2021/10/18/wof-recap-october-18-2021/
2021-10-19,WordPress,Gina,1,1300,F,6.0,2.0,https://andynwof.wordpress.com/2021/10/19/wof-recap-october-19-2021/
2021-10-19,WordPress,Jake,2,550,M,6.0,2.0,https://andynwof.wordpress.com/2021/10/19/wof-recap-october-19-2021/
2021-10-19,WordPress,Gina,3,700,F,6.0,2.0,https://andynwof.wordpress.com/2021/10/19/wof-recap-october-19-2021/
2021-10-19,WordPress,Jake,4,1300,M,6.0,2.0,https://andynwof.wordpress.com/2021/10/19/wof-recap-october-19-2021/
2021-10-19,WordPress,Gina,5,1,F,6.0,2.0,https://andynwof.wordpress.com/2021/10/19/wof-recap-october-19-2021/
2021-10-19,WordPress,Jake,6,8050,M,6.0,2.0,https://andynwof.wordpress.com/2021/10/19/wof-recap-october-19-2021/
2021-10-19,WordPress,Bonnie,7,3,F,6.0,2.0,https://andynwof.wordpress.com/2021/10/19/wof-recap-october-19-2021/
2021-10-19,WordPress,Bonnie,8,550,F,6.0,2.0,https://andynwof.wordpress.com/2021/10/19/wof-recap-october-19-2021/
2021-10-19,WordPress,Gina,9,700,F,6.0,2.0,https://andynwof.wordpress.com/2021/10/19/wof-recap-october-19-2021/
2021-10-19,WordPress,Gina,10,1,F,6.0,2.0,https://andynwof.wordpress.com/2021/10/19/wof-recap-october-19-2021/
2021-10-19,WordPress,Jake,11,15550,M,6.0,2.0,https://andynwof.wordpress.com/2021/10/19/wof-recap-october-19-2021/
2021-10-19,WordPress,Bonnie,12,3,F,6.0,2.0,https://andynwof.wordpress.com/2021/10/19/wof-recap-october-19-2021/
2021-10-19,WordPress,Gina,13,5,F,6.0,2.0,https://andynwof.wordpress.com/2021/10/19/wof-recap-october-19-2021/
2021-10-19,WordPress,Jake,14,15550,M,6.0,2.0,https://andynwof.wordpress.com/2021/10/19/wof-recap-october-19-2021/
2021-10-19,WordPress,Bonnie,15,9800,F,6.0,2.0,https://andynwof.wordpress.com/2021/10/19/wof-recap-october-19-2021/
2021-10-20,WordPress,Anne,1,2750,F,0.0,2.0,https://andynwof.wordpress.com/2021/10/20/wof-recap-october-20-2021/
2021-10-20,WordPress,Sean,2,12050,M,0.0,2.0,https://andynwof.wordpress.com/2021/10/20/wof-recap-october-20-2021/
2021-10-20,WordPress,Anne,3,2750,F,0.0,2.0,https://andynwof.wordpress.com/2021/10/20/wof-recap-october-20-2021/
2021-10-20,WordPress,Keisha,4,10751,F,0.0,2.0,https://andynwof.wordpress.com/2021/10/20/wof-recap-october-20-2021/
2021-10-20,WordPress,Sean,5,12050,M,0.0,2.0,https://andynwof.wordpress.com/2021/10/20/wof-recap-october-20-2021/
2021-10-20,WordPress,Anne,6,4750,F,0.0,2.0,https://andynwof.wordpress.com/2021/10/20/wof-recap-october-20-2021/
2021-10-20,WordPress,Keisha,7,12751,F,0.0,2.0,https://andynwof.wordpress.com/2021/10/20/wof-recap-october-20-2021/
2021-10-20,WordPress,Sean,8,17850,M,0.0,2.0,https://andynwof.wordpress.com/2021/10/20/wof-recap-october-20-2021/
2021-10-21,WordPress,Amanda,1,3800,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/21/wof-recap-october-21-2021/
2021-10-21,WordPress,Shannon,2,2,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/21/wof-recap-october-21-2021/
2021-10-21,WordPress,Amanda,3,14571,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/21/wof-recap-october-21-2021/
2021-10-21,WordPress,Shannon,4,2,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/21/wof-recap-october-21-2021/
2021-10-21,WordPress,Amanda,5,16221,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/21/wof-recap-october-21-2021/
2021-10-21,WordPress,Dan,6,2,M,3.0,2.0,https://andynwof.wordpress.com/2021/10/21/wof-recap-october-21-2021/
2021-10-21,WordPress,Shannon,7,6,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/21/wof-recap-october-21-2021/
2021-10-22,WordPress,Dyanda,1,1200,Unknown,5.0,1.0,https://andynwof.wordpress.com/2021/10/22/wof-recap-october-22-2021/
2021-10-22,WordPress,Katie,2,1950,F,5.0,1.0,https://andynwof.wordpress.com/2021/10/22/wof-recap-october-22-2021/
2021-10-22,WordPress,Anthone,3,1300,Unknown,5.0,1.0,https://andynwof.wordpress.com/2021/10/22/wof-recap-october-22-2021/
2021-10-22,WordPress,Katie,4,2100,F,5.0,1.0,https://andynwof.wordpress.com/2021/10/22/wof-recap-october-22-2021/
2021-10-22,WordPress,Dyanda,5,2,Unknown,5.0,1.0,https://andynwof.wordpress.com/2021/10/22/wof-recap-october-22-2021/
2021-10-22,WordPress,Anthone,6,14050,Unknown,5.0,1.0,https://andynwof.wordpress.com/2021/10/22/wof-recap-october-22-2021/
2021-10-22,WordPress,Anthone,7,650,Unknown,5.0,1.0,https://andynwof.wordpress.com/2021/10/22/wof-recap-october-22-2021/
2021-10-22,WordPress,Dyanda,8,2,Unknown,5.0,1.0,https://andynwof.wordpress.com/2021/10/22/wof-recap-october-22-2021/
2021-10-22,WordPress,Anthone,9,25903,Unknown,5.0,1.0,https://andynwof.wordpress.com/2021/10/22/wof-recap-october-22-2021/
2021-10-22,WordPress,Anthone,10,30403,Unknown,5.0,1.0,https://andynwof.wordpress.com/2021/10/22/wof-recap-october-22-2021/
2021-10-22,WordPress,Ladies,11,4,Unknown,5.0,1.0,https://andynwof.wordpress.com/2021/10/22/wof-recap-october-22-2021/
2021-10-25,WordPress,Janet,1,650,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/25/wof-recap-october-25-2021/
2021-10-25,WordPress,Jerrad,2,1950,Unknown,3.0,2.0,https://andynwof.wordpress.com/2021/10/25/wof-recap-october-25-2021/
2021-10-25,WordPress,Natalie,3,900,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/25/wof-recap-october-25-2021/
2021-10-25,WordPress,Jerrad,4,1,Unknown,3.0,2.0,https://andynwof.wordpress.com/2021/10/25/wof-recap-october-25-2021/
2021-10-25,WordPress,Janet,5,17400,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/25/wof-recap-october-25-2021/
2021-10-25,WordPress,Natalie,6,2550,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/25/wof-recap-october-25-2021/
2021-10-25,WordPress,Jerrad,7,1800,Unknown,3.0,2.0,https://andynwof.wordpress.com/2021/10/25/wof-recap-october-25-2021/
2021-10-25,WordPress,Janet,8,500,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/25/wof-recap-october-25-2021/
2021-10-25,WordPress,Jerrad,9,1,Unknown,3.0,2.0,https://andynwof.wordpress.com/2021/10/25/wof-recap-october-25-2021/
2021-10-25,WordPress,Janet,10,17400,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/25/wof-recap-october-25-2021/
2021-10-25,WordPress,Natalie,11,9750,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/25/wof-recap-october-25-2021/
2021-10-25,WordPress,Jerrad,12,1,Unknown,3.0,2.0,https://andynwof.wordpress.com/2021/10/25/wof-recap-october-25-2021/
2021-10-25,WordPress,Janet,13,1500,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/25/wof-recap-october-25-2021/
2021-10-25,WordPress,Natalie,14,650,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/25/wof-recap-october-25-2021/
2021-10-25,WordPress,Jerrad,15,3,Unknown,3.0,2.0,https://andynwof.wordpress.com/2021/10/25/wof-recap-october-25-2021/
2021-10-25,WordPress,Janet,16,17400,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/25/wof-recap-october-25-2021/
2021-10-25,WordPress,Natalie,17,16100,F,3.0,2.0,https://andynwof.wordpress.com/2021/10/25/wof-recap-october-25-2021/
2021-10-26,WordPress,Todd,1,1800,M,5.0,5.0,https://andynwof.wordpress.com/2021/10/26/wof-recap-october-26-2021/
2021-10-26,WordPress,Reka,2,1800,Unknown,5.0,5.0,https://andynwof.wordpress.com/2021/10/26/wof-recap-october-26-2021/
2021-10-26,WordPress,Karla,3,600,F,5.0,5.0,https://andynwof.wordpress.com/2021/10/26/wof-recap-october-26-2021/
2021-10-26,WordPress,Karla,4,1400,F,5.0,5.0,https://andynwof.wordpress.com/2021/10/26/wof-recap-october-26-2021/
2021-10-26,WordPress,Todd,5,900,M,5.0,5.0,https://andynwof.wordpress.com/2021/10/26/wof-recap-october-26-2021/
2021-10-26,WordPress,Karla,6,11830,F,5.0,5.0,https://andynwof.wordpress.com/2021/10/26/wof-recap-october-26-2021/
2021-10-26,WordPress,Todd,7,6,M,5.0,5.0,https://andynwof.wordpress.com/2021/10/26/wof-recap-october-26-2021/
2021-10-26,WordPress,Reka,8,1200,Unknown,5.0,5.0,https://andynwof.wordpress.com/2021/10/26/wof-recap-october-26-2021/
2021-10-26,WordPress,Karla,9,500,F,5.0,5.0,https://andynwof.wordpress.com/2021/10/26/wof-recap-october-26-2021/
2021-10-26,WordPress,Bank,10,2500,Unknown,5.0,5.0,https://andynwof.wordpress.com/2021/10/26/wof-recap-october-26-2021/
2021-10-26,WordPress,Karla,11,27580,F,5.0,5.0,https://andynwof.wordpress.com/2021/10/26/wof-recap-october-26-2021/
2021-10-26,WordPress,Todd,12,6,M,5.0,5.0,https://andynwof.wordpress.com/2021/10/26/wof-recap-october-26-2021/
2021-10-26,WordPress,Karla,13,29580,F,5.0,5.0,https://andynwof.wordpress.com/2021/10/26/wof-recap-october-26-2021/
2021-10-26,WordPress,Reka,14,1,Unknown,5.0,5.0,https://andynwof.wordpress.com/2021/10/26/wof-recap-october-26-2021/
2021-10-26,WordPress,Todd,15,14950,M,5.0,5.0,https://andynwof.wordpress.com/2021/10/26/wof-recap-october-26-2021/
2021-10-27,WordPress,Jordan,1,800,M,0.0,1.0,https://andynwof.wordpress.com/2021/10/27/wof-recap-october-27-2021/
2021-10-27,WordPress,Jordan,2,2600,M,0.0,1.0,https://andynwof.wordpress.com/2021/10/27/wof-recap-october-27-2021/
2021-10-27,WordPress,Jordan,3,25800,M,0.0,1.0,https://andynwof.wordpress.com/2021/10/27/wof-recap-october-27-2021/
2021-10-27,WordPress,Lisa,4,1,F,0.0,1.0,https://andynwof.wordpress.com/2021/10/27/wof-recap-october-27-2021/
2021-10-27,WordPress,Darilyn,5,1200,Unknown,0.0,1.0,https://andynwof.wordpress.com/2021/10/27/wof-recap-october-27-2021/
2021-10-27,WordPress,Jordan,6,550,M,0.0,1.0,https://andynwof.wordpress.com/2021/10/27/wof-recap-october-27-2021/
2021-10-27,WordPress,Jordan,7,36910,M,0.0,1.0,https://andynwof.wordpress.com/2021/10/27/wof-recap-october-27-2021/
2021-10-27,WordPress,Lisa,8,1,F,0.0,1.0,https://andynwof.wordpress.com/2021/10/27/wof-recap-october-27-2021/
2021-10-27,WordPress,Lisa,9,5,F,0.0,1.0,https://andynwof.wordpress.com/2021/10/27/wof-recap-october-27-2021/
2021-10-27,WordPress,Jordan,10,40610,M,0.0,1.0,https://andynwof.wordpress.com/2021/10/27/wof-recap-october-27-2021/
2021-10-27,WordPress,Lisa,11,3,F,0.0,1.0,https://andynwof.wordpress.com/2021/10/27/wof-recap-october-27-2021/
2021-10-27,WordPress,Darilyn,12,2,Unknown,0.0,1.0,https://andynwof.wordpress.com/2021/10/27/wof-recap-october-27-2021/
2021-10-28,WordPress,Mike,1,650,M,5.0,0.0,https://andynwof.wordpress.com/2021/10/28/wof-recap-october-28-2021/
2021-10-28,WordPress,Felicia,2,1800,F,5.0,0.0,https://andynwof.wordpress.com/2021/10/28/wof-recap-october-28-2021/
2021-10-28,WordPress,Toya,3,1300,F,5.0,0.0,https://andynwof.wordpress.com/2021/10/28/wof-recap-october-28-2021/
2021-10-28,WordPress,Mike,4,1650,M,5.0,0.0,https://andynwof.wordpress.com/2021/10/28/wof-recap-october-28-2021/
2021-10-28,WordPress,Felicia,5,850,F,5.0,0.0,https://andynwof.wordpress.com/2021/10/28/wof-recap-october-28-2021/
2021-10-28,WordPress,Toya,6,1950,F,5.0,0.0,https://andynwof.wordpress.com/2021/10/28/wof-recap-october-28-2021/
2021-10-28,WordPress,Mike,7,4650,M,5.0,0.0,https://andynwof.wordpress.com/2021/10/28/wof-recap-october-28-2021/
2021-10-28,WordPress,Toya,8,600,F,5.0,0.0,https://andynwof.wordpress.com/2021/10/28/wof-recap-october-28-2021/
2021-10-28,WordPress,Toya,9,1950,F,5.0,0.0,https://andynwof.wordpress.com/2021/10/28/wof-recap-october-28-2021/
2021-10-28,WordPress,Mike,10,4650,M,5.0,0.0,https://andynwof.wordpress.com/2021/10/28/wof-recap-october-28-2021/
2021-10-28,WordPress,Felicia,11,7400,F,5.0,0.0,https://andynwof.wordpress.com/2021/10/28/wof-recap-october-28-2021/
2021-10-28,WordPress,Toya,12,1950,F,5.0,0.0,https://andynwof.wordpress.com/2021/10/28/wof-recap-october-28-2021/
2021-10-28,WordPress,Mike,13,8650,M,5.0,0.0,https://andynwof.wordpress.com/2021/10/28/wof-recap-october-28-2021/
2021-10-28,WordPress,Felicia,14,15800,F,5.0,0.0,https://andynwof.wordpress.com/2021/10/28/wof-recap-october-28-2021/
2021-10-29,WordPress,Chaz,1,1800,M,4.0,0.0,https://andynwof.wordpress.com/2021/10/29/wof-recap-october-29-2021/
2021-10-29,WordPress,Chaz,2,1400,M,4.0,0.0,https://andynwof.wordpress.com/2021/10/29/wof-recap-october-29-2021/
2021-10-29,WordPress,Chaz,3,800,M,4.0,0.0,https://andynwof.wordpress.com/2021/10/29/wof-recap-october-29-2021/
2021-10-29,WordPress,Chaz,4,3500,M,4.0,0.0,https://andynwof.wordpress.com/2021/10/29/wof-recap-october-29-2021/
2021-10-29,WordPress,Angela,5,850,F,4.0,0.0,https://andynwof.wordpress.com/2021/10/29/wof-recap-october-29-2021/
2021-10-29,WordPress,Chaz,6,3450,M,4.0,0.0,https://andynwof.wordpress.com/2021/10/29/wof-recap-october-29-2021/
2021-10-29,WordPress,Angela,7,1650,F,4.0,0.0,https://andynwof.wordpress.com/2021/10/29/wof-recap-october-29-2021/
2021-10-29,WordPress,Chaz,8,3450,M,4.0,0.0,https://andynwof.wordpress.com/2021/10/29/wof-recap-october-29-2021/
2021-10-29,WordPress,Angela,9,14157,F,4.0,0.0,https://andynwof.wordpress.com/2021/10/29/wof-recap-october-29-2021/
2021-10-29,WordPress,Chaz,10,3450,M,4.0,0.0,https://andynwof.wordpress.com/2021/10/29/wof-recap-october-29-2021/
2021-10-29,WordPress,Angela,11,16157,F,4.0,0.0,https://andynwof.wordpress.com/2021/10/29/wof-recap-october-29-2021/
2021-11-10,WordPress,Rachel,1,900,F,4.0,3.0,https://andynwof.wordpress.com/2021/11/10/wof-recap-november-10-2021/
2021-11-10,WordPress,Rachel,2,8350,F,4.0,3.0,https://andynwof.wordpress.com/2021/11/10/wof-recap-november-10-2021/
2021-11-10,WordPress,Alicia,3,2,F,4.0,3.0,https://andynwof.wordpress.com/2021/11/10/wof-recap-november-10-2021/
2021-11-10,WordPress,Rachel,4,800,F,4.0,3.0,https://andynwof.wordpress.com/2021/11/10/wof-recap-november-10-2021/
2021-11-10,WordPress,Rachel,5,8350,F,4.0,3.0,https://andynwof.wordpress.com/2021/11/10/wof-recap-november-10-2021/
2021-11-10,WordPress,Alicia,6,19980,F,4.0,3.0,https://andynwof.wordpress.com/2021/11/10/wof-recap-november-10-2021/
2021-11-10,WordPress,Roy,7,10,M,4.0,3.0,https://andynwof.wordpress.com/2021/11/10/wof-recap-november-10-2021/
2021-11-10,WordPress,Rachel,8,32350,F,4.0,3.0,https://andynwof.wordpress.com/2021/11/10/wof-recap-november-10-2021/
2021-11-10,WordPress,Alicia,9,19980,F,4.0,3.0,https://andynwof.wordpress.com/2021/11/10/wof-recap-november-10-2021/
2021-11-11,WordPress,Rebecca,1,1800,F,4.0,2.0,https://andynwof.wordpress.com/2021/11/11/wof-recap-november-11-2021/
2021-11-11,WordPress,Fred,2,650,M,4.0,2.0,https://andynwof.wordpress.com/2021/11/11/wof-recap-november-11-2021/
2021-11-11,WordPress,Annie,3,700,F,4.0,2.0,https://andynwof.wordpress.com/2021/11/11/wof-recap-november-11-2021/
2021-11-11,WordPress,Rebecca,4,1800,F,4.0,2.0,https://andynwof.wordpress.com/2021/11/11/wof-recap-november-11-2021/
2021-11-11,WordPress,Ladies,5,5200,Unknown,4.0,2.0,https://andynwof.wordpress.com/2021/11/11/wof-recap-november-11-2021/
2021-11-11,WordPress,Annie,6,650,F,4.0,2.0,https://andynwof.wordpress.com/2021/11/11/wof-recap-november-11-2021/
2021-11-11,WordPress,Annie,7,5200,F,4.0,2.0,https://andynwof.wordpress.com/2021/11/11/wof-recap-november-11-2021/
2021-11-11,WordPress,Rebecca,8,13500,F,4.0,2.0,https://andynwof.wordpress.com/2021/11/11/wof-recap-november-11-2021/
2021-11-11,WordPress,Annie,9,5200,F,4.0,2.0,https://andynwof.wordpress.com/2021/11/11/wof-recap-november-11-2021/
2021-11-11,WordPress,Rebecca,10,15500,F,4.0,2.0,https://andynwof.wordpress.com/2021/11/11/wof-recap-november-11-2021/
2021-11-11,WordPress,Fred,11,7400,M,4.0,2.0,https://andynwof.wordpress.com/2021/11/11/wof-recap-november-11-2021/
2021-11-12,WordPress,Anita,1,1400,F,5.0,4.0,https://andynwof.wordpress.com/2021/11/12/wof-recap-november-12-2021/
2021-11-12,WordPress,Kevin,2,1200,M,5.0,4.0,https://andynwof.wordpress.com/2021/11/12/wof-recap-november-12-2021/
2021-11-12,WordPress,Kevin,3,1300,M,5.0,4.0,https://andynwof.wordpress.com/2021/11/12/wof-recap-november-12-2021/
2021-11-12,WordPress,Kevin,4,600,M,5.0,4.0,https://andynwof.wordpress.com/2021/11/12/wof-recap-november-12-2021/
2021-11-12,WordPress,Kevin,5,4400,M,5.0,4.0,https://andynwof.wordpress.com/2021/11/12/wof-recap-november-12-2021/
2021-11-12,WordPress,Anita,6,3,F,5.0,4.0,https://andynwof.wordpress.com/2021/11/12/wof-recap-november-12-2021/
2021-11-12,WordPress,Anita,7,7,F,5.0,4.0,https://andynwof.wordpress.com/2021/11/12/wof-recap-november-12-2021/
2021-11-12,WordPress,Kevin,8,14500,M,5.0,4.0,https://andynwof.wordpress.com/2021/11/12/wof-recap-november-12-2021/
2021-11-12,WordPress,Anita,9,3,F,5.0,4.0,https://andynwof.wordpress.com/2021/11/12/wof-recap-november-12-2021/
2021-11-12,WordPress,Kevin,10,18500,M,5.0,4.0,https://andynwof.wordpress.com/2021/11/12/wof-recap-november-12-2021/
