date,source,player_name,position,winnings,gender,episode_bankrupts,episode_lose_a_turns,url
2021-11-12,WordPress,Anita,11,5,F,5.0,4.0,https://andynwof.wordpress.com/2021/11/12/wof-recap-november-12-2021/
2021-11-15,WordPress,Valerie,1,1800,F,8.0,0.0,https://andynwof.wordpress.com/2021/11/15/wof-recap-november-15-2021/
2021-11-15,WordPress,Michelle,2,1800,F,8.0,0.0,https://andynwof.wordpress.com/2021/11/15/wof-recap-november-15-2021/
2021-11-15,WordPress,Michelle,3,650,F,8.0,0.0,https://andynwof.wordpress.com/2021/11/15/wof-recap-november-15-2021/
2021-11-15,WordPress,Taylor,4,500,M,8.0,0.0,https://andynwof.wordpress.com/2021/11/15/wof-recap-november-15-2021/
2021-11-15,WordPress,Michelle,5,600,F,8.0,0.0,https://andynwof.wordpress.com/2021/11/15/wof-recap-november-15-2021/
2021-11-15,WordPress,Valerie,6,550,F,8.0,0.0,https://andynwof.wordpress.com/2021/11/15/wof-recap-november-15-2021/
2021-11-15,WordPress,Valerie,7,2,F,8.0,0.0,https://andynwof.wordpress.com/2021/11/15/wof-recap-november-15-2021/
2021-11-15,WordPress,Michelle,8,5350,F,8.0,0.0,https://andynwof.wordpress.com/2021/11/15/wof-recap-november-15-2021/
2021-11-15,WordPress,Taylor,9,600,M,8.0,0.0,https://andynwof.wordpress.com/2021/11/15/wof-recap-november-15-2021/
2021-11-15,WordPress,Taylor,10,2550,M,8.0,0.0,https://andynwof.wordpress.com/2021/11/15/wof-recap-november-15-2021/
2021-11-15,WordPress,Valerie,11,900,F,8.0,0.0,https://andynwof.wordpress.com/2021/11/15/wof-recap-november-15-2021/
2021-11-15,WordPress,Valerie,12,11150,F,8.0,0.0,https://andynwof.wordpress.com/2021/11/15/wof-recap-november-15-2021/
2021-11-15,WordPress,Michelle,13,5350,F,8.0,0.0,https://andynwof.wordpress.com/2021/11/15/wof-recap-november-15-2021/
2021-11-15,WordPress,Taylor,14,2,M,8.0,0.0,https://andynwof.wordpress.com/2021/11/15/wof-recap-november-15-2021/
2021-11-15,WordPress,Valerie,15,13150,F,8.0,0.0,https://andynwof.wordpress.com/2021/11/15/wof-recap-november-15-2021/
2021-11-15,WordPress,Michelle,16,12450,F,8.0,0.0,https://andynwof.wordpress.com/2021/11/15/wof-recap-november-15-2021/
2021-11-16,WordPress,Gabe,1,2500,M,6.0,4.0,https://andynwof.wordpress.com/2021/11/16/wof-recap-november-16-2021/
2021-11-16,WordPress,Gabe,2,1800,M,6.0,4.0,https://andynwof.wordpress.com/2021/11/16/wof-recap-november-16-2021/
2021-11-16,WordPress,Gabe,3,1300,M,6.0,4.0,https://andynwof.wordpress.com/2021/11/16/wof-recap-november-16-2021/
2021-11-16,WordPress,Bon,4,10800,Unknown,6.0,4.0,https://andynwof.wordpress.com/2021/11/16/wof-recap-november-16-2021/
2021-11-16,WordPress,Vanessa,5,3,F,6.0,4.0,https://andynwof.wordpress.com/2021/11/16/wof-recap-november-16-2021/
2021-11-16,WordPress,Gabe,6,1700,M,6.0,4.0,https://andynwof.wordpress.com/2021/11/16/wof-recap-november-16-2021/
2021-11-16,WordPress,Gabe,7,1200,M,6.0,4.0,https://andynwof.wordpress.com/2021/11/16/wof-recap-november-16-2021/
2021-11-16,WordPress,Bank,8,4950,Unknown,6.0,4.0,https://andynwof.wordpress.com/2021/11/16/wof-recap-november-16-2021/
2021-11-16,WordPress,Bon,9,10800,Unknown,6.0,4.0,https://andynwof.wordpress.com/2021/11/16/wof-recap-november-16-2021/
2021-11-16,WordPress,Vanessa,10,3,F,6.0,4.0,https://andynwof.wordpress.com/2021/11/16/wof-recap-november-16-2021/
2021-11-16,WordPress,Gabe,11,16010,M,6.0,4.0,https://andynwof.wordpress.com/2021/11/16/wof-recap-november-16-2021/
2021-11-16,WordPress,Bon,12,12800,Unknown,6.0,4.0,https://andynwof.wordpress.com/2021/11/16/wof-recap-november-16-2021/
2021-11-16,WordPress,Vanessa,13,5,F,6.0,4.0,https://andynwof.wordpress.com/2021/11/16/wof-recap-november-16-2021/
2021-11-16,WordPress,Gabe,14,21010,M,6.0,4.0,https://andynwof.wordpress.com/2021/11/16/wof-recap-november-16-2021/
2021-11-17,WordPress,Pete,1,1200,M,3.0,2.0,https://andynwof.wordpress.com/2021/11/17/wof-recap-november-17-2021/
2021-11-17,WordPress,Angel,2,8300,M,3.0,2.0,https://andynwof.wordpress.com/2021/11/17/wof-recap-november-17-2021/
2021-11-17,WordPress,Pete,3,1200,M,3.0,2.0,https://andynwof.wordpress.com/2021/11/17/wof-recap-november-17-2021/
2021-11-17,WordPress,Angel,4,18730,M,3.0,2.0,https://andynwof.wordpress.com/2021/11/17/wof-recap-november-17-2021/
2021-11-17,WordPress,Kat,5,1,F,3.0,2.0,https://andynwof.wordpress.com/2021/11/17/wof-recap-november-17-2021/
2021-11-17,WordPress,Pete,6,16150,M,3.0,2.0,https://andynwof.wordpress.com/2021/11/17/wof-recap-november-17-2021/
2021-11-17,WordPress,Linda,7,18730,F,3.0,2.0,https://andynwof.wordpress.com/2021/11/17/wof-recap-november-17-2021/
2021-11-18,WordPress,Christina,1,3,F,2.0,3.0,https://andynwof.wordpress.com/2021/11/18/wof-recap-november-18-2021/
2021-11-18,WordPress,Steven,2,8650,M,2.0,3.0,https://andynwof.wordpress.com/2021/11/18/wof-recap-november-18-2021/
2021-11-18,WordPress,Lisa,3,3550,F,2.0,3.0,https://andynwof.wordpress.com/2021/11/18/wof-recap-november-18-2021/
2021-11-18,WordPress,Christina,4,16505,F,2.0,3.0,https://andynwof.wordpress.com/2021/11/18/wof-recap-november-18-2021/
2021-11-18,WordPress,Steven,5,8650,M,2.0,3.0,https://andynwof.wordpress.com/2021/11/18/wof-recap-november-18-2021/
2021-11-18,WordPress,Lisa,6,3550,F,2.0,3.0,https://andynwof.wordpress.com/2021/11/18/wof-recap-november-18-2021/
2021-11-18,WordPress,Christina,7,20055,F,2.0,3.0,https://andynwof.wordpress.com/2021/11/18/wof-recap-november-18-2021/
2021-11-18,WordPress,Steven,8,12650,M,2.0,3.0,https://andynwof.wordpress.com/2021/11/18/wof-recap-november-18-2021/
2021-11-18,WordPress,Lisa,9,3550,F,2.0,3.0,https://andynwof.wordpress.com/2021/11/18/wof-recap-november-18-2021/
2021-11-18,WordPress,Christina,10,20055,F,2.0,3.0,https://andynwof.wordpress.com/2021/11/18/wof-recap-november-18-2021/
2021-11-18,WordPress,Steven,11,21650,M,2.0,3.0,https://andynwof.wordpress.com/2021/11/18/wof-recap-november-18-2021/
2021-11-18,WordPress,Lisa,12,3550,F,2.0,3.0,https://andynwof.wordpress.com/2021/11/18/wof-recap-november-18-2021/
2021-11-19,WordPress,Heather,1,1800,F,3.0,2.0,https://andynwof.wordpress.com/2021/11/19/wof-recap-november-19-2021/
2021-11-19,WordPress,Heather,2,600,F,3.0,2.0,https://andynwof.wordpress.com/2021/11/19/wof-recap-november-19-2021/
2021-11-19,WordPress,Tamala,3,650,F,3.0,2.0,https://andynwof.wordpress.com/2021/11/19/wof-recap-november-19-2021/
2021-11-19,WordPress,Heather,4,700,F,3.0,2.0,https://andynwof.wordpress.com/2021/11/19/wof-recap-november-19-2021/
2021-11-19,WordPress,Joe,5,2,M,3.0,2.0,https://andynwof.wordpress.com/2021/11/19/wof-recap-november-19-2021/
2021-11-19,WordPress,Heather,6,5400,F,3.0,2.0,https://andynwof.wordpress.com/2021/11/19/wof-recap-november-19-2021/
2021-11-19,WordPress,Tamala,7,1800,F,3.0,2.0,https://andynwof.wordpress.com/2021/11/19/wof-recap-november-19-2021/
2021-11-19,WordPress,Joe,8,10600,M,3.0,2.0,https://andynwof.wordpress.com/2021/11/19/wof-recap-november-19-2021/
2021-11-19,WordPress,Heather,9,5400,F,3.0,2.0,https://andynwof.wordpress.com/2021/11/19/wof-recap-november-19-2021/
2021-11-19,WordPress,Tamala,10,900,F,3.0,2.0,https://andynwof.wordpress.com/2021/11/19/wof-recap-november-19-2021/
2021-11-19,WordPress,Joe,11,850,M,3.0,2.0,https://andynwof.wordpress.com/2021/11/19/wof-recap-november-19-2021/
2021-11-19,WordPress,Joe,12,12600,M,3.0,2.0,https://andynwof.wordpress.com/2021/11/19/wof-recap-november-19-2021/
2021-11-19,WordPress,Heather,13,9100,F,3.0,2.0,https://andynwof.wordpress.com/2021/11/19/wof-recap-november-19-2021/
2021-11-19,WordPress,Tamala,14,2,F,3.0,2.0,https://andynwof.wordpress.com/2021/11/19/wof-recap-november-19-2021/
2021-11-22,WordPress,Imani,1,600,F,3.0,0.0,https://andynwof.wordpress.com/2021/11/22/wof-recap-november-22-2021/
2021-11-22,WordPress,Rich,2,900,M,3.0,0.0,https://andynwof.wordpress.com/2021/11/22/wof-recap-november-22-2021/
2021-11-22,WordPress,Lauren,3,600,F,3.0,0.0,https://andynwof.wordpress.com/2021/11/22/wof-recap-november-22-2021/
2021-11-22,WordPress,Imani,4,500,F,3.0,0.0,https://andynwof.wordpress.com/2021/11/22/wof-recap-november-22-2021/
2021-11-22,WordPress,Rich,5,650,M,3.0,0.0,https://andynwof.wordpress.com/2021/11/22/wof-recap-november-22-2021/
2021-11-22,WordPress,Rich,6,600,M,3.0,0.0,https://andynwof.wordpress.com/2021/11/22/wof-recap-november-22-2021/
2021-11-22,WordPress,Rich,7,3600,M,3.0,0.0,https://andynwof.wordpress.com/2021/11/22/wof-recap-november-22-2021/
2021-11-22,WordPress,Ladies,8,2,Unknown,3.0,0.0,https://andynwof.wordpress.com/2021/11/22/wof-recap-november-22-2021/
2021-11-22,WordPress,Lauren,9,550,F,3.0,0.0,https://andynwof.wordpress.com/2021/11/22/wof-recap-november-22-2021/
2021-11-22,WordPress,Rich,10,3600,M,3.0,0.0,https://andynwof.wordpress.com/2021/11/22/wof-recap-november-22-2021/
2021-11-22,WordPress,Lauren,11,17675,F,3.0,0.0,https://andynwof.wordpress.com/2021/11/22/wof-recap-november-22-2021/
2021-11-22,WordPress,Imani,12,2,F,3.0,0.0,https://andynwof.wordpress.com/2021/11/22/wof-recap-november-22-2021/
2021-11-22,WordPress,Rich,13,5600,M,3.0,0.0,https://andynwof.wordpress.com/2021/11/22/wof-recap-november-22-2021/
2021-11-22,WordPress,Lauren,14,27675,F,3.0,0.0,https://andynwof.wordpress.com/2021/11/22/wof-recap-november-22-2021/
2021-11-22,WordPress,Imani,15,2,F,3.0,0.0,https://andynwof.wordpress.com/2021/11/22/wof-recap-november-22-2021/
2021-11-23,WordPress,Michael,1,700,M,1.0,2.0,https://andynwof.wordpress.com/2021/11/23/wof-recap-november-23-2021/
2021-11-23,WordPress,Nessa,2,650,F,1.0,2.0,https://andynwof.wordpress.com/2021/11/23/wof-recap-november-23-2021/
2021-11-23,WordPress,Lindsay,3,500,F,1.0,2.0,https://andynwof.wordpress.com/2021/11/23/wof-recap-november-23-2021/
2021-11-23,WordPress,Michael,4,900,M,1.0,2.0,https://andynwof.wordpress.com/2021/11/23/wof-recap-november-23-2021/
2021-11-23,WordPress,Nessa,5,700,F,1.0,2.0,https://andynwof.wordpress.com/2021/11/23/wof-recap-november-23-2021/
2021-11-23,WordPress,Lindsay,6,500,F,1.0,2.0,https://andynwof.wordpress.com/2021/11/23/wof-recap-november-23-2021/
2021-11-23,WordPress,Michael,7,600,M,1.0,2.0,https://andynwof.wordpress.com/2021/11/23/wof-recap-november-23-2021/
2021-11-23,WordPress,Nessa,8,1,F,1.0,2.0,https://andynwof.wordpress.com/2021/11/23/wof-recap-november-23-2021/
2021-11-23,WordPress,Michael,9,6600,M,1.0,2.0,https://andynwof.wordpress.com/2021/11/23/wof-recap-november-23-2021/
2021-11-23,WordPress,Nessa,10,1,F,1.0,2.0,https://andynwof.wordpress.com/2021/11/23/wof-recap-november-23-2021/
2021-11-23,WordPress,Lindsay,11,600,F,1.0,2.0,https://andynwof.wordpress.com/2021/11/23/wof-recap-november-23-2021/
2021-11-23,WordPress,Michael,12,600,M,1.0,2.0,https://andynwof.wordpress.com/2021/11/23/wof-recap-november-23-2021/
2021-11-23,WordPress,Michael,13,14970,M,1.0,2.0,https://andynwof.wordpress.com/2021/11/23/wof-recap-november-23-2021/
2021-11-23,WordPress,Nessa,14,1,F,1.0,2.0,https://andynwof.wordpress.com/2021/11/23/wof-recap-november-23-2021/
2021-11-23,WordPress,Michael,15,16970,M,1.0,2.0,https://andynwof.wordpress.com/2021/11/23/wof-recap-november-23-2021/
2021-11-23,WordPress,Nessa,16,3,F,1.0,2.0,https://andynwof.wordpress.com/2021/11/23/wof-recap-november-23-2021/
2021-11-23,WordPress,Lindsay,17,8,F,1.0,2.0,https://andynwof.wordpress.com/2021/11/23/wof-recap-november-23-2021/
2021-11-24,WordPress,Sean,1,3050,M,3.0,2.0,https://andynwof.wordpress.com/2021/11/24/wof-recap-november-24-2021/
2021-11-24,WordPress,Sabrina,2,3,F,3.0,2.0,https://andynwof.wordpress.com/2021/11/24/wof-recap-november-24-2021/
2021-11-24,WordPress,Bank,3,2,Unknown,3.0,2.0,https://andynwof.wordpress.com/2021/11/24/wof-recap-november-24-2021/
2021-11-24,WordPress,Sean,4,3050,M,3.0,2.0,https://andynwof.wordpress.com/2021/11/24/wof-recap-november-24-2021/
2021-11-24,WordPress,Sabrina,5,24750,F,3.0,2.0,https://andynwof.wordpress.com/2021/11/24/wof-recap-november-24-2021/
2021-11-24,WordPress,Alexis,6,2,M,3.0,2.0,https://andynwof.wordpress.com/2021/11/24/wof-recap-november-24-2021/
2021-11-24,WordPress,Sean,7,11450,M,3.0,2.0,https://andynwof.wordpress.com/2021/11/24/wof-recap-november-24-2021/
2021-11-24,WordPress,Sabrina,8,26750,F,3.0,2.0,https://andynwof.wordpress.com/2021/11/24/wof-recap-november-24-2021/
2021-11-29,WordPress,Jessie,1,650,F,4.0,2.0,https://andynwof.wordpress.com/2021/11/29/wof-recap-november-29-2021/
2021-11-29,WordPress,Jessie,2,600,F,4.0,2.0,https://andynwof.wordpress.com/2021/11/29/wof-recap-november-29-2021/
2021-11-29,WordPress,Cindy,3,3,F,4.0,2.0,https://andynwof.wordpress.com/2021/11/29/wof-recap-november-29-2021/
2021-11-29,WordPress,Jessie,4,8700,F,4.0,2.0,https://andynwof.wordpress.com/2021/11/29/wof-recap-november-29-2021/
2021-11-29,WordPress,Peter,5,500,M,4.0,2.0,https://andynwof.wordpress.com/2021/11/29/wof-recap-november-29-2021/
2021-11-29,WordPress,Cindy,6,700,F,4.0,2.0,https://andynwof.wordpress.com/2021/11/29/wof-recap-november-29-2021/
2021-11-29,WordPress,Cindy,7,20050,F,4.0,2.0,https://andynwof.wordpress.com/2021/11/29/wof-recap-november-29-2021/
2021-11-29,WordPress,Jessie,8,8700,F,4.0,2.0,https://andynwof.wordpress.com/2021/11/29/wof-recap-november-29-2021/
2021-11-29,WordPress,Jessie,9,500,F,4.0,2.0,https://andynwof.wordpress.com/2021/11/29/wof-recap-november-29-2021/
2021-11-29,WordPress,Peter,10,650,M,4.0,2.0,https://andynwof.wordpress.com/2021/11/29/wof-recap-november-29-2021/
2021-11-29,WordPress,Peter,11,4850,M,4.0,2.0,https://andynwof.wordpress.com/2021/11/29/wof-recap-november-29-2021/
2021-11-29,WordPress,Cindy,12,22050,F,4.0,2.0,https://andynwof.wordpress.com/2021/11/29/wof-recap-november-29-2021/
2021-11-29,WordPress,Jessie,13,16700,F,4.0,2.0,https://andynwof.wordpress.com/2021/11/29/wof-recap-november-29-2021/
2021-11-30,WordPress,Chaz,1,700,M,6.0,1.0,https://andynwof.wordpress.com/2021/11/30/wof-recap-november-30-2021/
2021-11-30,WordPress,Holly,2,600,F,6.0,1.0,https://andynwof.wordpress.com/2021/11/30/wof-recap-november-30-2021/
2021-11-30,WordPress,Amy,3,8250,F,6.0,1.0,https://andynwof.wordpress.com/2021/11/30/wof-recap-november-30-2021/
2021-11-30,WordPress,Holly,4,3,F,6.0,1.0,https://andynwof.wordpress.com/2021/11/30/wof-recap-november-30-2021/
2021-11-30,WordPress,Chaz,5,3200,M,6.0,1.0,https://andynwof.wordpress.com/2021/11/30/wof-recap-november-30-2021/
2021-11-30,WordPress,Amy,6,1200,F,6.0,1.0,https://andynwof.wordpress.com/2021/11/30/wof-recap-november-30-2021/
2021-11-30,WordPress,Amy,7,500,F,6.0,1.0,https://andynwof.wordpress.com/2021/11/30/wof-recap-november-30-2021/
2021-11-30,WordPress,Amy,8,8250,F,6.0,1.0,https://andynwof.wordpress.com/2021/11/30/wof-recap-november-30-2021/
2021-11-30,WordPress,Holly,9,10150,F,6.0,1.0,https://andynwof.wordpress.com/2021/11/30/wof-recap-november-30-2021/
2021-11-30,WordPress,Chaz,10,3200,M,6.0,1.0,https://andynwof.wordpress.com/2021/11/30/wof-recap-november-30-2021/
2021-11-30,WordPress,Amy,11,18750,F,6.0,1.0,https://andynwof.wordpress.com/2021/11/30/wof-recap-november-30-2021/
2021-11-30,WordPress,Holly,12,12150,F,6.0,1.0,https://andynwof.wordpress.com/2021/11/30/wof-recap-november-30-2021/
2021-11-30,WordPress,Chaz,13,5200,M,6.0,1.0,https://andynwof.wordpress.com/2021/11/30/wof-recap-november-30-2021/
2021-12-10,WordPress,Megan,1,700,F,5.0,0.0,https://andynwof.wordpress.com/2021/12/10/wof-recap-december-10-2021/
2021-12-10,WordPress,Thipp,2,1400,Unknown,5.0,0.0,https://andynwof.wordpress.com/2021/12/10/wof-recap-december-10-2021/
2021-12-10,WordPress,Megan,3,2,F,5.0,0.0,https://andynwof.wordpress.com/2021/12/10/wof-recap-december-10-2021/
2021-12-10,WordPress,Thipp,4,1,Unknown,5.0,0.0,https://andynwof.wordpress.com/2021/12/10/wof-recap-december-10-2021/
2021-12-10,WordPress,Megan,5,3500,F,5.0,0.0,https://andynwof.wordpress.com/2021/12/10/wof-recap-december-10-2021/
2021-12-10,WordPress,Thipp,6,1,Unknown,5.0,0.0,https://andynwof.wordpress.com/2021/12/10/wof-recap-december-10-2021/
2021-12-10,WordPress,Megan,7,600,F,5.0,0.0,https://andynwof.wordpress.com/2021/12/10/wof-recap-december-10-2021/
2021-12-10,WordPress,Megan,8,19855,F,5.0,0.0,https://andynwof.wordpress.com/2021/12/10/wof-recap-december-10-2021/
2021-12-10,WordPress,Thipp,9,1,Unknown,5.0,0.0,https://andynwof.wordpress.com/2021/12/10/wof-recap-december-10-2021/
2021-12-10,WordPress,Megan,10,19855,F,5.0,0.0,https://andynwof.wordpress.com/2021/12/10/wof-recap-december-10-2021/
2021-12-10,WordPress,Thipp,11,6800,Unknown,5.0,0.0,https://andynwof.wordpress.com/2021/12/10/wof-recap-december-10-2021/
2021-12-13,WordPress,Crystal,1,3,F,3.0,0.0,https://andynwof.wordpress.com/2021/12/13/wof-recap-december-13-2021/
2021-12-13,WordPress,Marquita,2,1900,F,3.0,0.0,https://andynwof.wordpress.com/2021/12/13/wof-recap-december-13-2021/
2021-12-13,WordPress,Paymon,3,1850,Unknown,3.0,0.0,https://andynwof.wordpress.com/2021/12/13/wof-recap-december-13-2021/
2021-12-13,WordPress,Crystal,4,22640,F,3.0,0.0,https://andynwof.wordpress.com/2021/12/13/wof-recap-december-13-2021/
2021-12-13,WordPress,Marquita,5,1900,F,3.0,0.0,https://andynwof.wordpress.com/2021/12/13/wof-recap-december-13-2021/
2021-12-13,WordPress,Paymon,6,1850,Unknown,3.0,0.0,https://andynwof.wordpress.com/2021/12/13/wof-recap-december-13-2021/
2021-12-13,WordPress,Crystal,7,24640,F,3.0,0.0,https://andynwof.wordpress.com/2021/12/13/wof-recap-december-13-2021/
2021-12-13,WordPress,Marquita,8,5900,F,3.0,0.0,https://andynwof.wordpress.com/2021/12/13/wof-recap-december-13-2021/
2021-12-13,WordPress,Paymon,9,8050,Unknown,3.0,0.0,https://andynwof.wordpress.com/2021/12/13/wof-recap-december-13-2021/
2021-12-14,WordPress,Peggy,1,2,F,3.0,4.0,https://andynwof.wordpress.com/2021/12/14/wof-recap-december-14-2021/
2021-12-14,WordPress,Tim,2,1,M,3.0,4.0,https://andynwof.wordpress.com/2021/12/14/wof-recap-december-14-2021/
2021-12-14,WordPress,Kristen,3,5050,F,3.0,4.0,https://andynwof.wordpress.com/2021/12/14/wof-recap-december-14-2021/
2021-12-14,WordPress,Peggy,4,2,F,3.0,4.0,https://andynwof.wordpress.com/2021/12/14/wof-recap-december-14-2021/
2021-12-14,WordPress,Tim,5,10043,M,3.0,4.0,https://andynwof.wordpress.com/2021/12/14/wof-recap-december-14-2021/
2021-12-14,WordPress,Kristen,6,5050,F,3.0,4.0,https://andynwof.wordpress.com/2021/12/14/wof-recap-december-14-2021/
2021-12-14,WordPress,Peggy,7,2,F,3.0,4.0,https://andynwof.wordpress.com/2021/12/14/wof-recap-december-14-2021/
2021-12-14,WordPress,Tim,8,19743,M,3.0,4.0,https://andynwof.wordpress.com/2021/12/14/wof-recap-december-14-2021/
2021-12-14,WordPress,Kristen,9,7050,F,3.0,4.0,https://andynwof.wordpress.com/2021/12/14/wof-recap-december-14-2021/
2021-12-15,WordPress,Michelle,1,4800,F,4.0,1.0,https://andynwof.wordpress.com/2021/12/15/wof-recap-december-15-2021/
2021-12-15,WordPress,Latrice,2,3,F,4.0,1.0,https://andynwof.wordpress.com/2021/12/15/wof-recap-december-15-2021/
2021-12-15,WordPress,Michelle,3,4800,F,4.0,1.0,https://andynwof.wordpress.com/2021/12/15/wof-recap-december-15-2021/
2021-12-15,WordPress,Latrice,4,21666,F,4.0,1.0,https://andynwof.wordpress.com/2021/12/15/wof-recap-december-15-2021/
2021-12-15,WordPress,Michelle,5,10700,F,4.0,1.0,https://andynwof.wordpress.com/2021/12/15/wof-recap-december-15-2021/
2021-12-15,WordPress,Daryn,6,1,Unknown,4.0,1.0,https://andynwof.wordpress.com/2021/12/15/wof-recap-december-15-2021/
2021-12-15,WordPress,Latrice,7,23666,F,4.0,1.0,https://andynwof.wordpress.com/2021/12/15/wof-recap-december-15-2021/
2021-12-16,WordPress,Gil,1,900,M,5.0,2.0,https://andynwof.wordpress.com/2021/12/16/wof-recap-december-16-2021/
2021-12-16,WordPress,Rhianna,2,1800,F,5.0,2.0,https://andynwof.wordpress.com/2021/12/16/wof-recap-december-16-2021/
2021-12-16,WordPress,Gil,3,700,M,5.0,2.0,https://andynwof.wordpress.com/2021/12/16/wof-recap-december-16-2021/
2021-12-16,WordPress,Megan,4,1300,F,5.0,2.0,https://andynwof.wordpress.com/2021/12/16/wof-recap-december-16-2021/
2021-12-16,WordPress,Gil,5,7,M,5.0,2.0,https://andynwof.wordpress.com/2021/12/16/wof-recap-december-16-2021/
2021-12-16,WordPress,Gil,6,9750,M,5.0,2.0,https://andynwof.wordpress.com/2021/12/16/wof-recap-december-16-2021/
2021-12-16,WordPress,Rhianna,7,5500,F,5.0,2.0,https://andynwof.wordpress.com/2021/12/16/wof-recap-december-16-2021/
2021-12-16,WordPress,Gil,8,1400,M,5.0,2.0,https://andynwof.wordpress.com/2021/12/16/wof-recap-december-16-2021/
2021-12-16,WordPress,Megan,9,1200,F,5.0,2.0,https://andynwof.wordpress.com/2021/12/16/wof-recap-december-16-2021/
2021-12-16,WordPress,Gil,10,17098,M,5.0,2.0,https://andynwof.wordpress.com/2021/12/16/wof-recap-december-16-2021/
2021-12-16,WordPress,Rhianna,11,5500,F,5.0,2.0,https://andynwof.wordpress.com/2021/12/16/wof-recap-december-16-2021/
2021-12-16,WordPress,Gil,12,21098,M,5.0,2.0,https://andynwof.wordpress.com/2021/12/16/wof-recap-december-16-2021/
2021-12-16,WordPress,Rhianna,13,9,F,5.0,2.0,https://andynwof.wordpress.com/2021/12/16/wof-recap-december-16-2021/
2021-12-16,WordPress,Megan,14,1,F,5.0,2.0,https://andynwof.wordpress.com/2021/12/16/wof-recap-december-16-2021/
2021-12-17,WordPress,Angela,1,1100,F,4.0,0.0,https://andynwof.wordpress.com/2021/12/17/wof-recap-december-17-2021/
2021-12-17,WordPress,David,2,2700,M,4.0,0.0,https://andynwof.wordpress.com/2021/12/17/wof-recap-december-17-2021/
2021-12-17,WordPress,Angela,3,1800,F,4.0,0.0,https://andynwof.wordpress.com/2021/12/17/wof-recap-december-17-2021/
2021-12-17,WordPress,David,4,1,M,4.0,0.0,https://andynwof.wordpress.com/2021/12/17/wof-recap-december-17-2021/
2021-12-17,WordPress,Angela,5,22716,F,4.0,0.0,https://andynwof.wordpress.com/2021/12/17/wof-recap-december-17-2021/
2021-12-17,WordPress,David,6,1700,M,4.0,0.0,https://andynwof.wordpress.com/2021/12/17/wof-recap-december-17-2021/
2021-12-17,WordPress,Angela,7,1950,F,4.0,0.0,https://andynwof.wordpress.com/2021/12/17/wof-recap-december-17-2021/
2021-12-17,WordPress,Bank,8,5550,Unknown,4.0,0.0,https://andynwof.wordpress.com/2021/12/17/wof-recap-december-17-2021/
2021-12-17,WordPress,David,9,1,M,4.0,0.0,https://andynwof.wordpress.com/2021/12/17/wof-recap-december-17-2021/
2021-12-17,WordPress,Angela,10,43104,F,4.0,0.0,https://andynwof.wordpress.com/2021/12/17/wof-recap-december-17-2021/
2021-12-17,WordPress,David,11,8500,M,4.0,0.0,https://andynwof.wordpress.com/2021/12/17/wof-recap-december-17-2021/
2021-12-17,WordPress,Angela,12,43104,F,4.0,0.0,https://andynwof.wordpress.com/2021/12/17/wof-recap-december-17-2021/
2021-12-17,WordPress,Kayla,13,10,F,4.0,0.0,https://andynwof.wordpress.com/2021/12/17/wof-recap-december-17-2021/
2021-12-20,WordPress,Kennise,1,1400,Unknown,4.0,1.0,https://andynwof.wordpress.com/2021/12/20/wof-recap-december-20-2021/
2021-12-20,WordPress,Katherine,2,1400,F,4.0,1.0,https://andynwof.wordpress.com/2021/12/20/wof-recap-december-20-2021/
2021-12-20,WordPress,Katherine,3,500,F,4.0,1.0,https://andynwof.wordpress.com/2021/12/20/wof-recap-december-20-2021/
2021-12-20,WordPress,Katherine,4,4800,F,4.0,1.0,https://andynwof.wordpress.com/2021/12/20/wof-recap-december-20-2021/
2021-12-20,WordPress,Kennise,5,7100,Unknown,4.0,1.0,https://andynwof.wordpress.com/2021/12/20/wof-recap-december-20-2021/
2021-12-20,WordPress,Kennise,6,3500,Unknown,4.0,1.0,https://andynwof.wordpress.com/2021/12/20/wof-recap-december-20-2021/
2021-12-20,WordPress,Katherine,7,4800,F,4.0,1.0,https://andynwof.wordpress.com/2021/12/20/wof-recap-december-20-2021/
2021-12-20,WordPress,Kennise,8,18200,Unknown,4.0,1.0,https://andynwof.wordpress.com/2021/12/20/wof-recap-december-20-2021/
2021-12-20,WordPress,Jimmy,9,2,M,4.0,1.0,https://andynwof.wordpress.com/2021/12/20/wof-recap-december-20-2021/
2021-12-20,WordPress,Katherine,10,4800,F,4.0,1.0,https://andynwof.wordpress.com/2021/12/20/wof-recap-december-20-2021/
2021-12-20,WordPress,Kennise,11,28200,Unknown,4.0,1.0,https://andynwof.wordpress.com/2021/12/20/wof-recap-december-20-2021/
2021-12-21,WordPress,Charlene,1,1300,F,3.0,1.0,https://andynwof.wordpress.com/2021/12/21/wof-recap-december-21-2021/
2021-12-21,WordPress,Michael,2,600,M,3.0,1.0,https://andynwof.wordpress.com/2021/12/21/wof-recap-december-21-2021/
2021-12-21,WordPress,Michael,3,1600,M,3.0,1.0,https://andynwof.wordpress.com/2021/12/21/wof-recap-december-21-2021/
2021-12-21,WordPress,Michael,4,9700,M,3.0,1.0,https://andynwof.wordpress.com/2021/12/21/wof-recap-december-21-2021/
2021-12-21,WordPress,Ladies,5,0,Unknown,3.0,1.0,https://andynwof.wordpress.com/2021/12/21/wof-recap-december-21-2021/
2021-12-21,WordPress,Charlene,6,2700,F,3.0,1.0,https://andynwof.wordpress.com/2021/12/21/wof-recap-december-21-2021/
